student_ID,date,daily_study_time,daily_submissions,avg_score
5l1b1ma70rilf7mojch5,2023-10-05,56.03,8,0.5
5l1b1ma70rilf7mojch5,2023-10-06,0.0,2,1.0
5l1b1ma70rilf7mojch5,2023-10-07,14.7,2,1.5
5l1b1ma70rilf7mojch5,2023-10-09,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-10-10,40.23,4,0.5
5l1b1ma70rilf7mojch5,2023-10-11,0.0,2,1.5
5l1b1ma70rilf7mojch5,2023-10-12,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-10-13,0.0,1,1.0
5l1b1ma70rilf7mojch5,2023-10-14,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-10-15,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-10-16,0.0,5,0.8
5l1b1ma70rilf7mojch5,2023-10-17,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-10-18,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-10-19,0.0,3,1.0
5l1b1ma70rilf7mojch5,2023-10-20,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-10-23,0.0,2,0.0
5l1b1ma70rilf7mojch5,2023-10-25,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-10-30,0.0,1,1.0
5l1b1ma70rilf7mojch5,2023-10-31,0.0,2,1.0
5l1b1ma70rilf7mojch5,2023-11-05,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-06,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-09,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-11-11,0.0,2,1.0
5l1b1ma70rilf7mojch5,2023-11-12,0.0,4,0.0
5l1b1ma70rilf7mojch5,2023-11-13,0.0,3,2.0
5l1b1ma70rilf7mojch5,2023-11-14,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-15,1.38,3,0.333
5l1b1ma70rilf7mojch5,2023-11-16,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-19,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-20,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-11-21,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-11-22,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-23,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-24,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-25,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-26,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-11-27,0.0,4,1.5
5l1b1ma70rilf7mojch5,2023-11-28,0.0,3,1.333
5l1b1ma70rilf7mojch5,2023-11-29,0.0,1,3.0
5l1b1ma70rilf7mojch5,2023-11-30,0.0,1,0.0
5l1b1ma70rilf7mojch5,2023-12-02,28.88,3,1.0
5l1b1ma70rilf7mojch5,2023-12-03,0.0,1,2.0
5l1b1ma70rilf7mojch5,2023-12-05,12.4,3,3.0
5l1b1ma70rilf7mojch5,2023-12-06,6.83,2,0.0
5l1b1ma70rilf7mojch5,2023-12-07,0.0,1,1.0
5l1b1ma70rilf7mojch5,2023-12-16,0.0,1,1.0
5l1b1ma70rilf7mojch5,2023-12-18,0.0,4,0.5
5l1b1ma70rilf7mojch5,2023-12-19,14.15,6,1.667
5l1b1ma70rilf7mojch5,2023-12-20,0.0,2,0.0
5m6lgwi0mkqs8ilg3qqs,2023-09-15,101.05,30,0.7
5m6lgwi0mkqs8ilg3qqs,2023-09-23,11.03,3,3.0
5m6lgwi0mkqs8ilg3qqs,2023-09-25,24.68,11,1.091
5m6lgwi0mkqs8ilg3qqs,2023-09-27,2.6,3,3.0
5m6lgwi0mkqs8ilg3qqs,2023-09-30,5.9,5,2.4
5m6lgwi0mkqs8ilg3qqs,2023-10-07,3.35,7,1.286
5m6lgwi0mkqs8ilg3qqs,2023-10-13,0.0,1,3.0
5m6lgwi0mkqs8ilg3qqs,2023-10-22,0.0,1,3.0
5m6lgwi0mkqs8ilg3qqs,2023-10-27,0.0,1,3.0
5m6lgwi0mkqs8ilg3qqs,2023-11-04,5.5,9,0.333
5m6lgwi0mkqs8ilg3qqs,2023-11-12,1.33,2,0.0
5m6lgwi0mkqs8ilg3qqs,2023-11-17,5.58,5,2.0
5m6lgwi0mkqs8ilg3qqs,2023-11-19,10.78,11,0.273
5m6lgwi0mkqs8ilg3qqs,2023-12-03,21.7,4,0.0
5m6lgwi0mkqs8ilg3qqs,2023-12-14,2.15,3,2.0
5mrih4nj5agvu67vao4m,2023-09-19,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-09-27,0.0,3,0.333
5mrih4nj5agvu67vao4m,2023-10-06,23.82,5,0.6
5mrih4nj5agvu67vao4m,2023-10-07,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-10-09,3.3,2,0.5
5mrih4nj5agvu67vao4m,2023-10-10,0.0,2,0.5
5mrih4nj5agvu67vao4m,2023-10-11,0.0,3,0.0
5mrih4nj5agvu67vao4m,2023-10-12,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-10-13,52.37,3,0.333
5mrih4nj5agvu67vao4m,2023-10-14,0.0,1,2.0
5mrih4nj5agvu67vao4m,2023-10-15,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-10-16,0.0,2,1.0
5mrih4nj5agvu67vao4m,2023-10-17,0.0,3,0.0
5mrih4nj5agvu67vao4m,2023-10-18,39.15,5,0.4
5mrih4nj5agvu67vao4m,2023-10-19,0.0,2,1.5
5mrih4nj5agvu67vao4m,2023-10-20,1.05,4,1.25
5mrih4nj5agvu67vao4m,2023-10-22,0.0,1,2.0
5mrih4nj5agvu67vao4m,2023-10-23,0.0,2,2.5
5mrih4nj5agvu67vao4m,2023-10-24,0.0,2,0.0
5mrih4nj5agvu67vao4m,2023-10-25,0.0,3,0.667
5mrih4nj5agvu67vao4m,2023-10-28,0.0,2,1.0
5mrih4nj5agvu67vao4m,2023-10-30,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-10-31,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-11-01,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-11-02,4.02,3,2.667
5mrih4nj5agvu67vao4m,2023-11-04,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-11-07,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-11-08,0.0,2,1.5
5mrih4nj5agvu67vao4m,2023-11-09,0.0,2,3.0
5mrih4nj5agvu67vao4m,2023-11-11,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-11-13,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-11-14,9.08,2,1.0
5mrih4nj5agvu67vao4m,2023-11-15,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-11-17,0.0,2,0.0
5mrih4nj5agvu67vao4m,2023-11-21,1.92,5,1.6
5mrih4nj5agvu67vao4m,2023-11-22,0.0,2,1.5
5mrih4nj5agvu67vao4m,2023-11-24,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-11-25,0.0,5,1.8
5mrih4nj5agvu67vao4m,2023-11-26,0.0,1,1.0
5mrih4nj5agvu67vao4m,2023-11-27,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-11-28,0.0,3,2.333
5mrih4nj5agvu67vao4m,2023-11-29,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-11-30,50.52,5,1.0
5mrih4nj5agvu67vao4m,2023-12-01,9.57,3,1.333
5mrih4nj5agvu67vao4m,2023-12-02,28.37,5,2.0
5mrih4nj5agvu67vao4m,2023-12-04,24.15,2,1.0
5mrih4nj5agvu67vao4m,2023-12-05,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-12-06,0.0,3,0.0
5mrih4nj5agvu67vao4m,2023-12-08,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-12-12,0.0,1,2.0
5mrih4nj5agvu67vao4m,2023-12-13,0.0,1,2.0
5mrih4nj5agvu67vao4m,2023-12-14,12.68,3,1.0
5mrih4nj5agvu67vao4m,2023-12-15,0.0,1,2.0
5mrih4nj5agvu67vao4m,2023-12-16,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-12-19,0.0,2,1.5
5mrih4nj5agvu67vao4m,2023-12-20,0.0,4,1.25
5mrih4nj5agvu67vao4m,2023-12-21,28.08,2,1.5
5mrih4nj5agvu67vao4m,2023-12-22,0.0,1,3.0
5mrih4nj5agvu67vao4m,2023-12-23,0.0,3,2.333
5mrih4nj5agvu67vao4m,2023-12-25,0.0,1,0.0
5mrih4nj5agvu67vao4m,2023-12-30,23.08,4,2.5
5mrih4nj5agvu67vao4m,2023-12-31,0.0,2,2.0
5qfsd40k8fv54hc102p2,2023-09-04,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-09-05,0.0,1,1.0
5qfsd40k8fv54hc102p2,2023-09-06,0.0,1,1.0
5qfsd40k8fv54hc102p2,2023-09-10,0.0,1,1.0
5qfsd40k8fv54hc102p2,2023-09-11,0.0,1,3.0
5qfsd40k8fv54hc102p2,2023-09-12,0.0,3,2.333
5qfsd40k8fv54hc102p2,2023-09-15,3.38,3,0.0
5qfsd40k8fv54hc102p2,2023-09-16,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-09-17,20.22,2,0.5
5qfsd40k8fv54hc102p2,2023-09-20,0.0,2,2.0
5qfsd40k8fv54hc102p2,2023-09-21,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-09-26,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-09-27,0.0,1,1.0
5qfsd40k8fv54hc102p2,2023-10-07,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-10-08,0.0,1,1.0
5qfsd40k8fv54hc102p2,2023-10-09,25.48,4,1.0
5qfsd40k8fv54hc102p2,2023-10-10,11.18,4,1.5
5qfsd40k8fv54hc102p2,2023-10-12,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-10-14,21.9,5,1.0
5qfsd40k8fv54hc102p2,2023-10-15,0.0,4,0.25
5qfsd40k8fv54hc102p2,2023-10-17,0.0,3,2.0
5qfsd40k8fv54hc102p2,2023-10-18,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-10-19,0.0,2,1.0
5qfsd40k8fv54hc102p2,2023-10-20,0.0,2,0.0
5qfsd40k8fv54hc102p2,2023-10-21,0.0,2,1.5
5qfsd40k8fv54hc102p2,2023-10-22,3.13,4,0.25
5qfsd40k8fv54hc102p2,2023-10-23,0.0,2,0.0
5qfsd40k8fv54hc102p2,2023-10-24,0.0,1,3.0
5qfsd40k8fv54hc102p2,2023-10-25,0.0,2,1.0
5qfsd40k8fv54hc102p2,2023-10-26,0.0,2,1.5
5qfsd40k8fv54hc102p2,2023-10-28,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-10-30,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-11-01,0.0,4,1.25
5qfsd40k8fv54hc102p2,2023-11-04,0.0,2,0.0
5qfsd40k8fv54hc102p2,2023-11-06,0.0,2,0.0
5qfsd40k8fv54hc102p2,2023-11-08,0.0,2,2.0
5qfsd40k8fv54hc102p2,2023-11-10,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-11-12,0.0,3,1.667
5qfsd40k8fv54hc102p2,2023-11-13,8.78,5,0.4
5qfsd40k8fv54hc102p2,2023-11-19,0.0,2,1.5
5qfsd40k8fv54hc102p2,2023-11-21,0.0,1,1.0
5qfsd40k8fv54hc102p2,2023-11-22,0.0,2,1.5
5qfsd40k8fv54hc102p2,2023-11-23,0.0,2,0.5
5qfsd40k8fv54hc102p2,2023-11-26,0.0,3,0.0
5qfsd40k8fv54hc102p2,2023-12-02,0.0,2,0.0
5qfsd40k8fv54hc102p2,2023-12-03,0.0,2,0.5
5qfsd40k8fv54hc102p2,2023-12-04,0.0,3,1.0
5qfsd40k8fv54hc102p2,2023-12-06,9.03,4,0.75
5qfsd40k8fv54hc102p2,2023-12-07,0.0,1,3.0
5qfsd40k8fv54hc102p2,2023-12-08,0.0,1,3.0
5qfsd40k8fv54hc102p2,2023-12-11,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-12-13,0.0,1,3.0
5qfsd40k8fv54hc102p2,2023-12-14,0.0,1,2.0
5qfsd40k8fv54hc102p2,2023-12-16,0.0,1,3.0
5qfsd40k8fv54hc102p2,2023-12-17,0.0,2,1.0
5qfsd40k8fv54hc102p2,2023-12-21,0.0,1,3.0
5qfsd40k8fv54hc102p2,2023-12-25,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-12-28,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-12-29,0.0,1,0.0
5qfsd40k8fv54hc102p2,2023-12-30,18.92,4,1.0
5qfsd40k8fv54hc102p2,2023-12-31,0.0,1,0.0
5qfsd40k8fv54hc102p2,2024-01-01,26.75,3,3.0
5qfsd40k8fv54hc102p2,2024-01-02,19.78,4,2.25
5qfsd40k8fv54hc102p2,2024-01-10,0.0,2,1.5
5qfsd40k8fv54hc102p2,2024-01-16,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-09-09,0.0,2,0.5
5rxl72n8rmnxwrxcss0q,2023-09-12,0.0,4,0.5
5rxl72n8rmnxwrxcss0q,2023-09-13,0.0,3,0.667
5rxl72n8rmnxwrxcss0q,2023-09-16,0.0,1,2.0
5rxl72n8rmnxwrxcss0q,2023-09-17,0.0,3,0.667
5rxl72n8rmnxwrxcss0q,2023-09-18,0.0,2,1.5
5rxl72n8rmnxwrxcss0q,2023-09-19,0.0,2,1.5
5rxl72n8rmnxwrxcss0q,2023-09-20,9.18,3,0.333
5rxl72n8rmnxwrxcss0q,2023-09-22,0.0,3,1.333
5rxl72n8rmnxwrxcss0q,2023-09-24,0.0,2,1.5
5rxl72n8rmnxwrxcss0q,2023-09-25,0.0,2,0.0
5rxl72n8rmnxwrxcss0q,2023-09-26,0.0,2,0.0
5rxl72n8rmnxwrxcss0q,2023-09-27,0.0,2,1.0
5rxl72n8rmnxwrxcss0q,2023-09-28,0.0,1,2.0
5rxl72n8rmnxwrxcss0q,2023-09-29,0.0,3,1.333
5rxl72n8rmnxwrxcss0q,2023-10-02,0.0,3,2.0
5rxl72n8rmnxwrxcss0q,2023-10-03,0.0,3,0.0
5rxl72n8rmnxwrxcss0q,2023-10-04,8.48,2,2.0
5rxl72n8rmnxwrxcss0q,2023-10-05,72.95,8,1.0
5rxl72n8rmnxwrxcss0q,2023-10-08,0.0,2,3.5
5rxl72n8rmnxwrxcss0q,2023-10-09,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-10-10,18.68,3,0.667
5rxl72n8rmnxwrxcss0q,2023-10-11,0.0,2,2.0
5rxl72n8rmnxwrxcss0q,2023-10-12,0.0,2,1.0
5rxl72n8rmnxwrxcss0q,2023-10-13,0.0,2,1.5
5rxl72n8rmnxwrxcss0q,2023-10-14,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-10-15,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-10-16,0.0,2,0.0
5rxl72n8rmnxwrxcss0q,2023-10-17,8.38,2,0.0
5rxl72n8rmnxwrxcss0q,2023-10-20,2.38,4,1.25
5rxl72n8rmnxwrxcss0q,2023-10-22,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-10-23,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-10-24,0.0,2,2.5
5rxl72n8rmnxwrxcss0q,2023-10-30,0.0,1,2.0
5rxl72n8rmnxwrxcss0q,2023-10-31,1.73,3,0.667
5rxl72n8rmnxwrxcss0q,2023-11-01,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-11-03,0.45,4,1.75
5rxl72n8rmnxwrxcss0q,2023-11-05,0.0,1,1.0
5rxl72n8rmnxwrxcss0q,2023-11-06,29.05,2,0.0
5rxl72n8rmnxwrxcss0q,2023-11-07,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-11-08,0.0,1,2.0
5rxl72n8rmnxwrxcss0q,2023-11-11,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-11-12,0.0,2,1.0
5rxl72n8rmnxwrxcss0q,2023-11-13,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-11-16,7.15,2,1.5
5rxl72n8rmnxwrxcss0q,2023-11-17,0.0,1,2.0
5rxl72n8rmnxwrxcss0q,2023-11-18,11.35,2,0.0
5rxl72n8rmnxwrxcss0q,2023-11-19,0.0,1,1.0
5rxl72n8rmnxwrxcss0q,2023-11-22,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-11-23,0.0,1,1.0
5rxl72n8rmnxwrxcss0q,2023-11-24,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-11-26,6.38,5,0.8
5rxl72n8rmnxwrxcss0q,2023-11-27,0.0,3,1.333
5rxl72n8rmnxwrxcss0q,2023-11-28,0.0,4,0.75
5rxl72n8rmnxwrxcss0q,2023-11-29,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-11-30,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-12-01,18.33,3,0.333
5rxl72n8rmnxwrxcss0q,2023-12-03,0.0,1,0.0
5rxl72n8rmnxwrxcss0q,2023-12-16,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-12-19,0.0,1,3.0
5rxl72n8rmnxwrxcss0q,2023-12-20,0.0,2,1.5
5rxl72n8rmnxwrxcss0q,2023-12-21,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-09-07,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-09-11,13.77,3,0.0
5slhcx7pnjhcmlbfffu6,2023-09-13,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-09-17,0.0,1,1.0
5slhcx7pnjhcmlbfffu6,2023-09-20,0.0,1,2.0
5slhcx7pnjhcmlbfffu6,2023-09-21,43.97,3,0.667
5slhcx7pnjhcmlbfffu6,2023-09-25,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-09-26,0.0,2,0.0
5slhcx7pnjhcmlbfffu6,2023-10-04,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-10-05,0.0,3,0.0
5slhcx7pnjhcmlbfffu6,2023-10-06,0.0,2,1.0
5slhcx7pnjhcmlbfffu6,2023-10-07,28.83,5,0.4
5slhcx7pnjhcmlbfffu6,2023-10-08,0.0,3,0.333
5slhcx7pnjhcmlbfffu6,2023-10-09,19.72,4,0.25
5slhcx7pnjhcmlbfffu6,2023-10-10,32.22,5,1.0
5slhcx7pnjhcmlbfffu6,2023-10-11,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-10-12,0.0,3,0.0
5slhcx7pnjhcmlbfffu6,2023-10-13,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-10-14,0.0,3,1.0
5slhcx7pnjhcmlbfffu6,2023-10-15,0.0,2,1.5
5slhcx7pnjhcmlbfffu6,2023-10-16,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-10-17,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-10-19,0.0,3,0.0
5slhcx7pnjhcmlbfffu6,2023-10-20,0.0,2,0.0
5slhcx7pnjhcmlbfffu6,2023-10-21,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-10-22,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-10-23,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-10-25,0.0,1,2.0
5slhcx7pnjhcmlbfffu6,2023-10-26,10.38,4,0.5
5slhcx7pnjhcmlbfffu6,2023-10-27,0.0,1,1.0
5slhcx7pnjhcmlbfffu6,2023-10-29,0.0,2,1.0
5slhcx7pnjhcmlbfffu6,2023-10-30,0.0,4,0.75
5slhcx7pnjhcmlbfffu6,2023-10-31,0.0,2,1.5
5slhcx7pnjhcmlbfffu6,2023-11-01,0.0,3,0.0
5slhcx7pnjhcmlbfffu6,2023-11-02,28.53,6,1.5
5slhcx7pnjhcmlbfffu6,2023-11-03,0.0,2,0.0
5slhcx7pnjhcmlbfffu6,2023-11-04,0.0,3,0.0
5slhcx7pnjhcmlbfffu6,2023-11-05,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-11-13,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-11-14,0.0,2,1.5
5slhcx7pnjhcmlbfffu6,2023-11-19,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-11-20,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-11-22,0.0,2,0.0
5slhcx7pnjhcmlbfffu6,2023-11-23,0.0,3,2.333
5slhcx7pnjhcmlbfffu6,2023-11-28,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-11-29,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-03,0.0,2,1.0
5slhcx7pnjhcmlbfffu6,2023-12-04,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-06,0.0,3,0.0
5slhcx7pnjhcmlbfffu6,2023-12-07,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-12-09,0.0,2,0.0
5slhcx7pnjhcmlbfffu6,2023-12-10,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-12-11,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-12,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2023-12-13,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-14,0.0,1,2.0
5slhcx7pnjhcmlbfffu6,2023-12-16,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-17,0.0,2,1.5
5slhcx7pnjhcmlbfffu6,2023-12-18,0.0,1,4.0
5slhcx7pnjhcmlbfffu6,2023-12-19,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-21,8.72,4,1.75
5slhcx7pnjhcmlbfffu6,2023-12-25,11.48,4,1.75
5slhcx7pnjhcmlbfffu6,2023-12-26,0.0,2,0.0
5slhcx7pnjhcmlbfffu6,2023-12-27,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-28,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2023-12-30,0.0,3,0.333
5slhcx7pnjhcmlbfffu6,2023-12-31,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2024-01-01,0.0,3,1.0
5slhcx7pnjhcmlbfffu6,2024-01-02,0.0,1,0.0
5slhcx7pnjhcmlbfffu6,2024-01-03,0.0,2,3.0
5slhcx7pnjhcmlbfffu6,2024-01-04,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2024-01-08,0.0,1,3.0
5slhcx7pnjhcmlbfffu6,2024-01-10,0.0,1,2.0
5slhcx7pnjhcmlbfffu6,2024-01-15,0.0,1,3.0
5zczdtyecu2w495j80xv,2023-09-09,3.82,3,0.0
5zczdtyecu2w495j80xv,2023-09-10,0.0,1,1.0
5zczdtyecu2w495j80xv,2023-09-11,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-09-12,2.35,5,2.0
5zczdtyecu2w495j80xv,2023-09-13,0.0,7,0.571
5zczdtyecu2w495j80xv,2023-09-16,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-09-17,0.0,2,2.5
5zczdtyecu2w495j80xv,2023-09-18,9.15,4,0.75
5zczdtyecu2w495j80xv,2023-09-19,0.0,2,1.5
5zczdtyecu2w495j80xv,2023-09-20,0.0,3,0.667
5zczdtyecu2w495j80xv,2023-09-22,48.78,6,0.5
5zczdtyecu2w495j80xv,2023-09-24,0.0,1,2.0
5zczdtyecu2w495j80xv,2023-09-25,0.0,2,3.0
5zczdtyecu2w495j80xv,2023-09-26,19.78,4,0.75
5zczdtyecu2w495j80xv,2023-09-27,0.0,2,1.0
5zczdtyecu2w495j80xv,2023-09-28,7.83,3,0.667
5zczdtyecu2w495j80xv,2023-09-29,0.0,1,3.0
5zczdtyecu2w495j80xv,2023-10-02,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-10-03,21.15,4,1.0
5zczdtyecu2w495j80xv,2023-10-04,27.88,5,2.2
5zczdtyecu2w495j80xv,2023-10-05,28.25,4,0.0
5zczdtyecu2w495j80xv,2023-10-08,0.0,2,2.0
5zczdtyecu2w495j80xv,2023-10-10,0.0,3,0.667
5zczdtyecu2w495j80xv,2023-10-11,42.12,4,0.5
5zczdtyecu2w495j80xv,2023-10-12,35.82,3,0.667
5zczdtyecu2w495j80xv,2023-10-13,0.0,1,3.0
5zczdtyecu2w495j80xv,2023-10-14,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-10-15,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-10-16,0.0,3,1.667
5zczdtyecu2w495j80xv,2023-10-17,0.0,3,1.0
5zczdtyecu2w495j80xv,2023-10-19,21.63,4,1.5
5zczdtyecu2w495j80xv,2023-10-20,0.0,3,1.333
5zczdtyecu2w495j80xv,2023-10-22,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-10-23,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-10-31,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-11-03,7.85,2,1.5
5zczdtyecu2w495j80xv,2023-11-09,0.0,1,3.0
5zczdtyecu2w495j80xv,2023-11-10,0.0,3,1.0
5zczdtyecu2w495j80xv,2023-11-11,0.0,3,0.0
5zczdtyecu2w495j80xv,2023-11-12,23.03,4,0.25
5zczdtyecu2w495j80xv,2023-11-13,0.0,2,0.0
5zczdtyecu2w495j80xv,2023-11-14,0.0,1,3.0
5zczdtyecu2w495j80xv,2023-11-15,0.0,3,1.0
5zczdtyecu2w495j80xv,2023-11-17,0.0,2,1.5
5zczdtyecu2w495j80xv,2023-11-20,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-11-22,0.0,1,3.0
5zczdtyecu2w495j80xv,2023-11-26,28.38,4,0.0
5zczdtyecu2w495j80xv,2023-11-27,0.0,2,1.5
5zczdtyecu2w495j80xv,2023-11-29,15.83,2,0.0
5zczdtyecu2w495j80xv,2023-11-30,2.05,3,1.0
5zczdtyecu2w495j80xv,2023-12-01,18.33,4,0.5
5zczdtyecu2w495j80xv,2023-12-03,0.0,2,0.0
5zczdtyecu2w495j80xv,2023-12-04,0.0,1,2.0
5zczdtyecu2w495j80xv,2023-12-05,0.0,2,1.5
5zczdtyecu2w495j80xv,2023-12-06,2.0,2,0.0
5zczdtyecu2w495j80xv,2023-12-12,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-12-16,27.55,3,1.667
5zczdtyecu2w495j80xv,2023-12-19,0.0,1,0.0
5zczdtyecu2w495j80xv,2023-12-20,0.0,1,2.0
6002b9ec0f4ad0b281cf,2023-10-03,68.82,9,0.222
6002b9ec0f4ad0b281cf,2023-10-09,23.13,6,0.5
6002b9ec0f4ad0b281cf,2023-10-14,6.8,5,0.0
6002b9ec0f4ad0b281cf,2023-10-16,48.72,6,1.167
6002b9ec0f4ad0b281cf,2023-10-24,0.13,2,2.0
6002b9ec0f4ad0b281cf,2023-10-30,0.0,1,2.0
6002b9ec0f4ad0b281cf,2023-11-05,54.53,17,0.824
6002b9ec0f4ad0b281cf,2023-11-10,0.0,1,3.0
6002b9ec0f4ad0b281cf,2023-11-11,28.53,3,2.0
6002b9ec0f4ad0b281cf,2023-11-12,4.18,2,3.0
6002b9ec0f4ad0b281cf,2023-11-18,21.08,4,0.0
6002b9ec0f4ad0b281cf,2023-11-21,181.75,22,1.773
6002b9ec0f4ad0b281cf,2023-11-24,33.78,7,1.143
6002b9ec0f4ad0b281cf,2023-11-25,0.0,1,0.0
6002b9ec0f4ad0b281cf,2023-11-27,52.45,12,2.083
6002b9ec0f4ad0b281cf,2023-11-28,28.42,15,1.2
