student_ID,total_study_time,active_days,total_submissions,avg_score,avg_daily_study_time,avg_daily_submissions
6a62f52203bda35656be,1048.48,32,365,0.488,32.77,11.41
0b02f701b1179f9f74f9,497.38,17,161,0.807,29.26,9.47
74e22a3421e605061ef1,788.68,29,270,0.685,27.2,9.31
de5213e7b8c88440a298,903.63,19,321,0.679,47.56,16.89
94a770d27cae58950a5b,442.07,20,119,1.429,22.1,5.95
5faa3d19e595ab735fda,704.45,18,188,0.931,39.14,10.44
cad61c88146ec4d99a6d,29.35,1,6,0.167,29.35,6.0
1d50eac067378042684b,874.73,12,246,0.715,72.89,20.5
c8d8f83d06b68fc2f944,495.35,35,172,1.413,14.15,4.91
72fbfd24cdff0454a0e2,458.97,10,165,0.758,45.9,16.5
768c216e172762b85899,687.17,12,204,0.804,57.26,17.0
306627b1ecbdf4e3aa34,616.98,22,160,0.962,28.04,7.27
0ef8b2c9e039eaace596,791.7,26,186,1.172,30.45,7.15
6b0cc09c9daf2966d1a7,922.3,35,318,0.786,26.35,9.09
b6b2f975de58052aae0c,643.35,17,253,0.49,37.84,14.88
071685b292483b04e836,340.95,21,82,1.5,16.24,3.9
2ea821273e01ec758583,534.78,21,184,0.674,25.47,8.76
552365f82674884bcaaa,295.7,12,73,1.575,24.64,6.08
cdbfb55b48cefce540dd,161.95,12,80,1.375,13.5,6.67
a867295d48d4b4134903,948.13,19,284,0.722,49.9,14.95
a9e1aff282e8d6356dce,440.72,12,121,0.835,36.73,10.08
0b16d35f1f39a063708a,824.7,32,400,0.525,25.77,12.5
a0973be15e5e7116f121,468.35,19,121,1.231,24.65,6.37
49a91a4dce6838ffcbcd,680.1,24,194,0.887,28.34,8.08
b5863cc5a1b448ca1cab,457.88,31,173,0.815,14.77,5.58
c7bb8ace7e79b91b3346,404.02,17,153,0.797,23.77,9.0
498121d2486259ef1b3a,686.2,14,234,0.675,49.01,16.71
3094825929f936abb792,489.1,17,204,1.137,28.77,12.0
897f6d3de550ebf68384,332.22,24,146,1.253,13.84,6.08
418f4730434eaced55a2,202.8,15,72,1.653,13.52,4.8
b7ef250772618a089b48,958.1,26,215,0.93,36.85,8.27
b37bdce835e610d26c0c,159.78,13,53,1.377,12.29,4.08
fef67841144f4c95a6c5,273.02,12,77,1.857,22.75,6.42
700915d303cc358e662a,463.07,18,139,1.374,25.73,7.72
ffe3886e3e3bab0249b5,682.58,18,176,1.284,37.92,9.78
emnk7ob7xxxdiph6fun3,177.53,79,152,0.954,2.25,1.92
78uyv6k6u49krocgtkzu,203.05,75,141,0.879,2.71,1.88
sie4alrjjjvlk0w9ye5l,255.57,77,158,0.892,3.32,2.05
95i3ttsko6c6ol53ebql,192.6,63,127,0.843,3.06,2.02
cz0pbk8vede7ey2oce4a,107.02,79,158,0.905,1.35,2.0
xvfa4ysm4deeobu8wkym,203.03,71,153,0.974,2.86,2.15
5slhcx7pnjhcmlbfffu6,197.62,74,142,0.915,2.67,1.92
5qfsd40k8fv54hc102p2,168.57,65,129,1.039,2.59,1.98
spyu1at0d9k1wxtenlhe,117.23,74,144,0.882,1.58,1.95
z23fh1v40p3hmxxspbo9,239.55,67,134,0.903,3.58,2.0
n20d6b4o2g64oaa3q8ym,270.63,74,152,0.836,3.66,2.05
yj708ceb2o5gueez45or,235.1,76,147,1.061,3.09,1.93
90z3slav21r61p88ksba,440.92,78,161,0.863,5.65,2.06
r28s9kyo7knrvytyvmt8,134.03,71,141,0.83,1.89,1.99
apxifjd35xfq6t47ysls,258.77,67,139,1.065,3.86,2.07
r4oklg89q3yx9o2dfq3q,254.48,59,125,0.888,4.31,2.12
4i0t5tq7o78lvc1zglgr,182.08,62,124,0.806,2.94,2.0
hz3im1vs42bx5rxbn7wh,288.77,76,145,0.766,3.8,1.91
icu31mfcha34dnwbsui2,142.17,59,119,0.866,2.41,2.02
1vb2vsoy23nr0monflhx,187.55,64,143,0.888,2.93,2.23
7iulsxm22wz4v82hgb2g,271.08,75,147,0.932,3.61,1.96
omzalmrzys0ymf4cgt03,326.8,77,164,0.994,4.24,2.13
nilkp0a54b01p87udccl,161.82,72,132,0.902,2.25,1.83
7ssihtyt72rzukfci0o1,161.13,68,136,0.831,2.37,2.0
ij9llitbhr4gi126l772,347.57,76,160,0.85,4.57,2.11
qxnna0of95m3oebjc84f,126.33,72,133,0.88,1.75,1.85
dt7s87imgsbma3l5scym,238.03,69,144,0.889,3.45,2.09
0m2kzubx9r60wyrsjj7j,191.4,76,150,0.767,2.52,1.97
wzfry2domlqnblox9w1b,142.87,70,135,0.748,2.04,1.93
otznu9tyqq50x0xij3br,226.15,71,139,0.705,3.19,1.96
wty9xgte39cr5rp39e50,355.52,80,160,0.756,4.44,2.0
5kqtdcvyt7rgqdoextw8,176.43,66,140,1.014,2.67,2.12
t5uf4x6hffga8in2ua6l,196.5,72,150,0.747,2.73,2.08
5dmn9cwdf4l1snqfjw1p,136.77,60,123,0.772,2.28,2.05
t8zrwu8iwkcdnwf3ruse,216.07,73,153,0.745,2.96,2.1
2b935bfe06ef02369807,393.73,9,92,1.152,43.75,10.22
71d0a8156e59c4dcedfd,54.33,2,65,1.6,27.17,32.5
6106e5232ac32bc22d1d,895.35,15,203,0.842,59.69,13.53
eb4493aa138e8edc3f6d,489.77,10,180,0.622,48.98,18.0
5d2379fb72082166dee3,375.47,14,135,0.911,26.82,9.64
2e40c1b07d32d3b80862,538.98,19,239,0.506,28.37,12.58
57f84519c468df122d69,381.1,29,118,1.178,13.14,4.07
64d65eddd629b80922f1,8.77,2,38,2.342,4.38,19.0
d311ac015e2e230935b2,397.35,18,100,1.22,22.08,5.56
33b73273ab8e1a11fcda,343.58,9,83,1.301,38.18,9.22
a1ed24a77c97b05064ef,322.85,14,124,0.839,23.06,8.86
f286ac7cd0663855cc5f,431.38,12,148,0.926,35.95,12.33
a3cd849a5a8d682e18db,280.92,15,117,1.205,18.73,7.8
e77eaaa90a75ea6167f4,361.07,15,151,0.934,24.07,10.07
faa31dca7ed1dd11fe44,1132.37,17,437,0.648,66.61,25.71
00df647ee4bf7173642f,1750.92,22,478,0.584,79.59,21.73
e0be3445997310f4d68e,687.35,22,324,0.707,31.24,14.73
cf73246d819a1ea78e14,431.25,13,150,1.1,33.17,11.54
b3e8039d33099e1d066c,316.7,19,96,1.135,16.67,5.05
b32b82ebae5971dd48df,481.38,27,167,1.359,17.83,6.19
9c39551b2cbe4f0c6d03,577.62,18,167,1.0,32.09,9.28
1ca19e51244cdd3f09ff,459.12,21,87,1.609,21.86,4.14
0eb6eec8b4bee8ab6a44,550.52,15,161,0.783,36.7,10.73
dc93d7d840a88e5efb17,585.2,21,186,1.21,27.87,8.86
c7d5a3256a9f99ba3e98,673.22,14,166,1.157,48.09,11.86
2b54ed4af8281eb82f58,674.92,11,179,0.81,61.36,16.27
c16e14d7aa5b4ef519e3,249.48,24,66,2.0,10.4,2.75
c53129098375fc7f17bc,1187.37,15,349,0.519,79.16,23.27
953123cfe1c275e6d8a9,286.18,13,136,0.772,22.01,10.46
7b1d65c8c7637c14d9f2,189.43,7,121,0.926,27.06,17.29
855b21869c4fdbed8047,180.62,3,68,1.603,60.21,22.67
f63cab44b941c6ca80d6,569.17,19,222,0.775,29.96,11.68
4e4bb1f26e34ca0a13dc,508.47,8,146,0.979,63.56,18.25
7f58862bfed16feedfd6,483.17,8,86,1.744,60.4,10.75
a2b5174e55754addcd68,393.93,10,132,0.909,39.39,13.2
056ab41140f68c15db14,667.63,16,262,1.08,41.73,16.38
9369995cb6743cb69182,388.92,17,119,1.437,22.88,7.0
e5b30ace9334d153e076,704.52,16,222,0.919,44.03,13.88
367c27a001837dabb2e9,379.27,14,128,0.812,27.09,9.14
a3c8ab369e2e928ed523,297.8,9,58,1.948,33.09,6.44
06309f4c8785254f4c13,146.13,5,79,1.266,29.23,15.8
47b08a7751ab609be9e5,163.83,7,99,1.081,23.4,14.14
17f2d0e73044110cdea5,411.28,11,141,1.021,37.39,12.82
c200d8d792314a9d3575,488.62,10,181,0.779,48.86,18.1
84f116e542feb4ff69c0,274.67,6,124,0.911,45.78,20.67
mbbw64iibpv7ndj2iie1,324.8,68,140,0.986,4.78,2.06
hpty3h6eij2tr467ueks,178.62,59,122,0.902,3.03,2.07
ygc6nfsry40yon3nicac,462.68,64,145,0.883,7.23,2.27
th28zykgzvfex40v22hz,350.4,66,151,0.834,5.31,2.29
3dglsy7ee3ytfq1lpwlv,423.97,73,162,0.852,5.81,2.22
219jkfkejubvu4dvuv13,329.33,69,158,0.873,4.77,2.29
rgl39qjfatpnh3v4o28m,376.3,68,163,0.902,5.53,2.4
iqhpwbqkqi7kugzduhit,460.28,65,153,0.948,7.08,2.35
12s3yomv0kltozc1qxc4,264.98,67,158,1.025,3.95,2.36
qaubz3kt65qtoit8g4vi,268.35,63,147,1.034,4.26,2.33
0qamadarf6xhm9pm2jta,317.72,62,132,0.856,5.12,2.13
1eekhswi2ckx4uw0j1c9,433.17,60,147,0.891,7.22,2.45
80xvovy2zizaj5kr0va5,263.97,64,147,0.803,4.12,2.3
hva2hcwvh4mv0i4t59t6,252.32,59,128,0.883,4.28,2.17
x9xz7kb08kmf1tytnc1f,231.47,66,136,0.904,3.51,2.06
tezxtgugzffgu5fxr0cz,523.88,62,155,1.026,8.45,2.5
lvp2qmljigke8u0nfbvl,377.4,63,133,0.917,5.99,2.11
8bj43lrpbsn3smxxn3xn,215.32,64,119,0.966,3.36,1.86
19buea1jycypffshcw38,396.25,64,143,0.944,6.19,2.23
vcw0s2e0akak8rqunatk,351.17,63,142,0.901,5.57,2.25
dri4ey8he2jovloucu86,250.25,63,129,0.705,3.97,2.05
687ndz7mxhpv3gg91ie2,307.03,62,137,1.029,4.95,2.21
wmep7eexur6wwrlrz9sv,267.92,53,125,1.016,5.06,2.36
2ui63dibc4r8oo0p9agh,410.83,60,152,0.855,6.85,2.53
rufanlg0slv70u876a05,450.38,67,158,0.962,6.72,2.36
o6tn58jvkqobrz2qmf5i,326.45,63,146,1.185,5.18,2.32
iwjs5oi2pl8omkdrs53q,344.47,67,148,0.973,5.14,2.21
qrrck1nnty89cmohw40b,277.08,59,125,1.016,4.7,2.12
6569uz69or21mbcejw25,247.27,64,121,0.843,3.86,1.89
jjx780kahllbp5y3x7p8,460.57,63,153,0.882,7.31,2.43
h7i4kmpsra4szfbhrcbh,308.07,67,143,0.937,4.6,2.13
0z4mockl76xn8mhdaehw,279.1,67,149,0.765,4.17,2.22
bfl1bc2oafd8hrz2xswq,285.22,60,147,0.925,4.75,2.45
7eeq2weegodhsqj7bxc2,313.23,67,154,1.104,4.68,2.3
0i1e50rz4mkhee97xvpo,352.95,65,132,0.894,5.43,2.03
ac896071204b0ce26a1e,1191.43,32,580,0.621,37.23,18.12
75a72c46b8271a57fba6,295.2,20,83,1.578,14.76,4.15
fda1eaffdfa7350e5d97,799.15,28,306,0.516,28.54,10.93
0e804947f4cdc2721046,414.37,27,142,1.077,15.35,5.26
f7c4a29d42220e1cea27,415.08,23,148,1.378,18.05,6.43
539911ee11c1b2aaeb88,730.47,22,165,0.867,33.2,7.5
94752e120f6bb6178ad5,450.07,29,129,1.372,15.52,4.45
13f8b8305f6c25c21921,1263.42,26,511,0.44,48.59,19.65
0c81ca27b7d931b6ff6e,510.65,13,217,0.581,39.28,16.69
e2ee4818284ba527ef0a,491.3,11,95,1.232,44.66,8.64
76a2f2705490042bb8cb,498.28,15,91,1.56,33.22,6.07
87aa4503451b6a77b2b7,557.27,20,131,1.069,27.86,6.55
1552f58e2818ce7fa863,833.65,19,208,0.654,43.88,10.95
211ed39c57c6e6cdefbf,385.45,18,163,0.773,21.41,9.06
28bc8af257c48eac3bf1,365.13,15,95,1.158,24.34,6.33
2f3ef424b925a9881b81,322.25,24,144,0.882,13.43,6.0
8fe25991951e1f37568b,355.55,22,139,1.014,16.16,6.32
a959b7dd7f65365313a4,790.25,19,396,0.354,41.59,20.84
67456512891f96cc0fc3,348.43,18,99,1.303,19.36,5.5
83bf9b0424c17c9e13e7,278.47,20,88,1.466,13.92,4.4
01558eef77a8d39b7103,489.15,31,145,0.986,15.78,4.68
359f25d9131a0699405b,625.0,18,162,0.753,34.72,9.0
1d7229e0f5f825007870,487.45,19,107,1.234,25.66,5.63
b9d88af0a70c4ccb592e,244.27,34,76,1.75,7.18,2.24
d4d7a248a58363732f8e,482.02,23,157,0.885,20.96,6.83
5e29473eb1e80fde79a0,545.05,30,262,0.511,18.17,8.73
0b307ee95b41e222f204,506.67,20,167,1.24,25.33,8.35
1974349ec27d7d67bf08,852.1,26,255,0.765,32.77,9.81
35e028ec34bfdb7a6d26,576.5,19,157,1.038,30.34,8.26
d3fd2319c0f3aa00c371,338.98,25,108,1.778,13.56,4.32
5bdad002590327215ae0,408.9,19,87,1.931,21.52,4.58
919b6f74756bdb77edab,342.43,21,116,1.043,16.31,5.52
8596e232b0d863cd3130,449.33,24,104,1.49,18.72,4.33
17656005bd4086137ab7,490.97,21,151,0.901,23.38,7.19
d76c58732e315933a6cf,318.47,14,79,1.405,22.75,5.64
7c27b1482db039a6eee9,466.37,19,78,1.667,24.55,4.11
75e30b71e38030454877,278.93,24,187,0.914,11.62,7.79
eacb3353d7bc80cf3e7a,333.15,17,92,1.554,19.6,5.41
41126caf1874c098d357,386.83,16,135,1.141,24.18,8.44
69ae85efb03510241445,536.42,21,143,1.28,25.54,6.81
c5c5601b771f1b4491fa,410.82,18,100,1.81,22.82,5.56
c4ffbc0ba8c38e725fc8,272.43,19,78,1.526,14.34,4.11
55a47a152d359522e38d,877.62,26,214,0.963,33.75,8.23
7ffc1d4e5026fc5195ea,440.5,24,95,1.611,18.35,3.96
a05da04117e032cb4977,617.58,16,133,1.406,38.6,8.31
9be4ba08415daa1ee6fe,221.98,12,94,1.181,18.5,7.83
o6kw9thwvq6csdr9taal,397.73,69,164,1.043,5.76,2.38
owzdfs89mm4ci0382a3b,172.1,75,142,0.873,2.29,1.89
7n0vh1m7hm3g0v8ggv7v,343.05,64,147,0.83,5.36,2.3
32n93dfesjggabieb85t,306.55,75,151,1.053,4.09,2.01
k6jujv82n727fuwbxa6f,326.0,69,156,1.006,4.72,2.26
di7sclw5samggg4sxipv,319.98,63,151,0.894,5.08,2.4
m380dsj058viwn3ly6j1,251.52,72,142,0.782,3.49,1.97
tndsnutlm99ld8f4uya0,345.63,63,132,0.947,5.49,2.1
twa56vh9h75mwaqdma1y,269.68,66,143,1.0,4.09,2.17
l1rn095adguamaugi4ux,345.0,71,155,1.084,4.86,2.18
qkc2f9omqulfmn3j0m9p,287.37,62,132,0.909,4.63,2.13
k7fa3kdg6dq9avbiqv1f,318.85,70,152,0.921,4.56,2.17
wi36b9plgjc82atx6z7h,217.83,62,125,0.896,3.51,2.02
aai4o855shne2taonl8m,355.93,64,146,0.89,5.56,2.28
pxnnkthuxasggux3hyae,477.08,66,152,0.862,7.23,2.3
nq4jln5s1zqjk7nwbbeo,146.5,58,103,1.029,2.53,1.78
p8bk6cdfntr0humt6q45,253.28,60,129,1.163,4.22,2.15
4nun1ah7qw10q705a2aq,318.75,71,141,1.0,4.49,1.99
9npnusbksscam12fc4ut,314.12,61,141,0.901,5.15,2.31
hu267zw9zywa4ew3d5bw,371.68,74,170,0.924,5.02,2.3
zhx5rxgopln1p5hd10ql,311.9,64,138,0.877,4.87,2.16
pammg9gw4enjosw3z60e,174.83,68,136,0.934,2.57,2.0
r9m46ndmmmzeeehft96z,283.8,75,141,0.872,3.78,1.88
i39gdpglcxstun30b4yw,302.62,61,135,0.926,4.96,2.21
whzjoeh34i7o86p37u99,272.2,73,143,1.077,3.73,1.96
3lbe8ny12qw7qwcyihpn,211.38,66,130,1.023,3.2,1.97
exaiz0y0uvpeg498cg4j,292.98,62,142,0.831,4.73,2.29
d9qmlhyp13mf5nto4qih,326.35,69,154,0.916,4.73,2.23
b6nwoi7doh1m1yzbkxup,341.05,63,143,1.035,5.41,2.27
d4xny47ows87zd7viwj5,350.73,66,160,1.006,5.31,2.42
zoo8a9uj8a0dplifqzdp,256.72,73,151,1.053,3.52,2.07
k6kv9y9tqfll5d282ymb,235.37,63,143,0.979,3.74,2.27
xf5q0ixkpbxl3w7k16qo,327.1,62,133,0.94,5.28,2.15
slmfpw1fyabrtys8ufg9,270.37,66,125,0.96,4.1,1.89
9dbg3fyz4qnj7x9qug6x,229.93,72,152,1.0,3.19,2.11
6ae7d356ba998218af82,322.4,14,79,1.608,23.03,5.64
2c6339f7c23a64d02081,278.68,15,125,1.032,18.58,8.33
79fdbcf16db75f75383a,494.32,15,155,1.142,32.95,10.33
50fec4ca4283ad18c000,529.75,24,150,1.527,22.07,6.25
077d5c82c9ee5019220f,250.42,15,138,1.167,16.69,9.2
41f718ae2aed1d6c2573,304.3,20,116,1.026,15.21,5.8
222d5ee50487a2b8601b,340.92,14,146,1.014,24.35,10.43
0088dc183f73c83f763e,579.75,21,215,0.777,27.61,10.24
f9d95830556934ae9a01,817.0,25,241,0.801,32.68,9.64
06aff3e28c5db152f506,442.95,24,139,1.353,18.46,5.79
3555053023c67d592439,319.12,21,105,1.143,15.2,5.0
f25a777dbbda3d4314d7,525.42,12,146,1.062,43.78,12.17
41e9ff991a4a21f423a8,615.15,28,157,1.376,21.97,5.61
6002b9ec0f4ad0b281cf,663.32,26,152,1.23,25.51,5.85
0b8bea274b24847526b7,197.42,7,102,1.049,28.2,14.57
f7a14eb1e15ceeea955c,421.7,25,166,1.283,16.87,6.64
68c45e933c2dc939e7c9,506.55,21,215,1.195,24.12,10.24
a5966200ae4d58200438,412.9,22,144,1.361,18.77,6.55
6e8118d5ad3c7093b869,618.78,20,184,1.136,30.94,9.2
2f3c37735e817244e646,310.45,16,104,1.125,19.4,6.5
95889f5d20e344714084,617.57,10,210,0.529,61.76,21.0
1329b6cf41debecda787,428.38,29,107,1.935,14.77,3.69
cb2fbb322cc30a8b8fef,496.43,19,186,0.812,26.13,9.79
daf693769d8638a22ee9,423.33,22,128,1.344,19.24,5.82
da2199a7da15995db5ff,475.58,22,119,1.487,21.62,5.41
460fa4961434cf281423,573.62,31,174,1.063,18.5,5.61
18654732ca312afc173f,776.25,25,232,1.25,31.05,9.28
7c3fa9ed66d940d49692,1068.82,25,252,0.806,42.75,10.08
6486c0664d217470d126,427.12,20,86,1.826,21.36,4.3
af8dedf6ecb4605a09fa,870.42,41,307,1.117,21.23,7.49
d2e033f11edce44fea3d,510.78,20,96,1.417,25.54,4.8
c955c51bfd07134bc831,510.75,26,126,1.357,19.64,4.85
906ffe092972df38360a,413.97,16,101,1.267,25.87,6.31
e6c8ce7f4d7b0b4ca4a6,532.82,28,179,0.81,19.03,6.39
5a8cce5abee961fc77f3,521.8,23,122,1.23,22.69,5.3
0c670262b3941d307600,509.77,24,145,0.876,21.24,6.04
7d882daa0b4d418d1d0c,569.02,18,149,1.698,31.61,8.28
d33a15d480f68c6ec82f,673.87,21,152,1.026,32.09,7.24
db2418c575c0a4f7239d,418.42,27,163,1.117,15.5,6.04
8f98bfcea1b9f0dba97e,358.93,15,115,1.652,23.93,7.67
5d580a610c7f8114eb5c,348.92,24,89,1.483,14.54,3.71
5c33bb784bb99763ed74,288.13,18,136,1.265,16.01,7.56
058c03d945c4ae0978a0,421.35,17,87,1.644,24.79,5.12
bfc3a5cb3b9c29f08176,943.47,20,329,0.65,47.17,16.45
a4bfb84ab74e59389e7a,817.53,30,321,0.763,27.25,10.7
152a0c17daaaa4e65e14,602.6,22,165,1.103,27.39,7.5
ee1ef9674f9e0bfca48b,148.3,11,65,1.646,13.48,5.91
977ece9de941d85308ac,478.62,16,218,0.615,29.91,13.62
15ab118362ecbbd03b52,527.43,24,117,1.41,21.98,4.88
f47eab262dd5809d4d60,425.67,21,124,1.218,20.27,5.9
5fbaf8a0f524358778bb,623.1,18,164,1.22,34.62,9.11
3267b84814316e2fa25e,534.6,22,166,1.084,24.3,7.55
f82461b84c9c48a36613,644.0,25,170,1.094,25.76,6.8
981cf48df067d975675b,762.5,31,204,0.917,24.6,6.58
bd099a9fd29545e3766a,435.3,17,98,1.357,25.61,5.76
9d030ebc092b353b9906,613.68,22,120,1.3,27.89,5.45
37905cfdcd105683aaf4,503.05,19,144,1.007,26.48,7.58
xy7cro773yqyoblucwkp,278.85,64,134,0.978,4.36,2.09
3qvqfnzdg358mord1cku,169.25,62,131,1.122,2.73,2.11
awxiqzybhp95e08qx1h5,147.18,60,121,1.041,2.45,2.02
dgoapkg9vpnafks22kx4,238.6,69,149,1.289,3.46,2.16
2jvnsh0veb6qnn3uv6i8,329.23,65,146,1.089,5.07,2.25
553l2g7kpifbvn82knxk,246.98,67,145,1.186,3.69,2.16
58n0dsxyyqnriomw67id,300.47,64,149,1.074,4.69,2.33
x8hldszj3z40bgxl4mci,438.9,61,168,1.101,7.2,2.75
putb7ja6dwpdag4bwvnj,269.72,66,149,1.047,4.09,2.26
3m4gx52iq3mwqdycm8mm,317.25,69,160,1.138,4.6,2.32
2zfdinkl7qrn0o62tlp4,334.53,64,132,1.083,5.23,2.06
rd32gyblqsfn03xatnmt,282.67,77,178,1.146,3.67,2.31
n8pe3tt7qmlgojwhhsj0,170.15,55,114,1.026,3.09,2.07
p6cp3ogj6xy2riczfupv,282.2,62,140,0.979,4.55,2.26
si6ymh6w7xbo2f40o0p8,125.88,57,144,1.097,2.21,2.53
9trgand057juzal1kecf,288.73,62,147,1.19,4.66,2.37
4acutl013itvh9va99p7,173.72,56,129,1.109,3.1,2.3
62olkigg7ntlaf6fzytl,309.08,61,149,1.322,5.07,2.44
zyfp520tbnq5p2pvrkin,229.73,69,145,1.159,3.33,2.1
yyz9rmyzzdp52h0glddp,384.83,62,152,1.079,6.21,2.45
2uxkhe454qk8jvk0ufvp,199.68,64,130,1.231,3.12,2.03
pkjom9yr5m9690fg6wsi,221.92,60,127,1.047,3.7,2.12
shtnl1wh1mconb8od5ko,209.88,60,139,1.165,3.5,2.32
ugaiak78ggmnku4yndlt,214.65,66,133,0.97,3.25,2.02
5mrih4nj5agvu67vao4m,311.15,62,133,1.263,5.02,2.15
66f99grd556eyxjqk7pz,206.08,65,158,1.044,3.17,2.43
vrdxefyyyx3tkticfqnv,305.6,64,151,0.987,4.78,2.36
ik7o5ykfnku0qp74sy1i,345.27,62,134,1.104,5.57,2.16
99dj4o3b2f6m4jemke7d,387.4,65,170,1.188,5.96,2.62
6tq9irjllweqmqe4u7sf,151.45,59,114,0.947,2.57,1.93
je7kqkmpwkosa7nkgfpx,279.17,63,140,0.979,4.43,2.22
3cic5ziycjx4ik4ll0v1,165.38,65,148,1.162,2.54,2.28
ef04ejvyvmh5votejbif,265.3,60,151,0.947,4.42,2.52
dfnvtf7qbi2955rjeaqx,218.12,69,152,1.309,3.16,2.2
bwvpzqnhh752noqjqj8d,150.45,63,138,1.138,2.39,2.19
4c90f16c0fcd85d3de25,1462.77,16,384,0.497,91.42,24.0
2b9ef4e3749f713870b0,320.0,10,198,0.566,32.0,19.8
b8290aea71e7a5421a02,19.32,3,43,2.349,6.44,14.33
5f55600069b483f999f5,414.02,11,293,0.403,37.64,26.64
170a695a2717bcd9b74b,642.55,24,272,0.574,26.77,11.33
a0a1991396f865c9e3dc,1296.68,31,467,0.803,41.83,15.06
3fee5c27236cbb682727,181.12,7,119,0.891,25.87,17.0
701a989d65a59c18845b,656.4,11,154,1.0,59.67,14.0
3672e2896ad7d8f2404e,264.83,5,106,1.151,52.97,21.2
52f1bca9ac9c792e4457,248.92,8,151,0.689,31.11,18.88
75097aa30e9373a612c7,555.77,29,196,0.872,19.16,6.76
72b4334deffff31dea8b,422.15,15,161,0.857,28.14,10.73
84e8300978b600b5f0ba,390.12,16,158,1.253,24.38,9.88
2ccfa5f79c8b61e465d4,767.17,24,317,0.88,31.97,13.21
63aded37545ab92d41d4,324.05,5,228,0.522,64.81,45.6
e851f82a650692f8e591,605.05,21,211,0.791,28.81,10.05
c352158bed343ccff8e5,841.35,13,173,0.694,64.72,13.31
e3ce61b92eeae0a33633,389.12,8,86,1.279,48.64,10.75
166cb02ac436c9d3662f,611.72,9,475,0.307,67.97,52.78
749fec50db4020e9bfcc,241.0,11,123,0.886,21.91,11.18
7ab9a2516b2dba99c36c,188.63,5,70,1.371,37.73,14.0
19fb3075dd2798538c9d,287.02,17,76,1.539,16.88,4.47
36ebf305b7206112f676,546.75,8,179,1.603,68.34,22.38
1397545fbe9882e5cd42,655.73,21,207,1.068,31.23,9.86
9e4c54a008ee874fc270,434.13,24,151,1.099,18.09,6.29
a8846b79555746e4f9df,138.53,4,66,1.545,34.63,16.5
1629f353a742f6a73251,356.87,16,119,1.37,22.3,7.44
1202c731c612353ceef0,780.78,22,299,0.505,35.49,13.59
0e062d9fa22dc8e3bca2,393.3,23,123,1.837,17.1,5.35
918236b530adbe510201,618.3,22,201,1.139,28.1,9.14
0f8bd9e33125347965a1,676.88,8,184,0.636,84.61,23.0
2c3b89432513b2035664,418.8,7,84,1.417,59.83,12.0
d94c5dba40d9fcbfb8d9,416.25,19,154,1.156,21.91,8.11
7380885aaba482170588,506.68,9,110,1.164,56.3,12.22
6d35a9a33338a84dd077,513.73,28,226,0.726,18.35,8.07
011d454f199c123d44ad,553.28,13,204,0.603,42.56,15.69
9e7bdc44129bf5acc196,535.78,12,244,0.623,44.65,20.33
93c2f240de504736b8d0,330.48,11,121,0.909,30.04,11.0
0f160cd19890b97092b9,429.88,16,119,1.277,26.87,7.44
432fd26823e230070734,1003.7,20,291,0.643,50.19,14.55
f4e46ba446c56e56259b,458.25,13,161,0.783,35.25,12.38
8fb30cb5c7ad360c995f,954.77,23,382,0.95,41.51,16.61
cb8c2285066597e012c6,290.52,6,125,0.808,48.42,20.83
a55511198784610bf30b,433.52,19,148,0.784,22.82,7.79
c5b9961e65ffa73d971e,613.73,25,227,0.802,24.55,9.08
5b5ef66e547d63806a56,1035.17,18,320,0.681,57.51,17.78
bafdbc62a48daf6840c9,199.42,6,175,0.709,33.24,29.17
d3ba1fe030801d700cb6,406.85,14,154,0.942,29.06,11.0
3f55d44d7572d52b2987,339.73,23,94,1.66,14.77,4.09
d27565678ffa4a9bfa85,249.3,6,115,0.887,41.55,19.17
efb9fe363bdeb9f48d69,337.07,18,102,1.01,18.73,5.67
28719a42e0cbf4991b7f,757.57,18,177,0.927,42.09,9.83
62156eada978f707f5d2,298.22,18,100,1.4,16.57,5.56
46a7a18ca160c829a15f,864.1,25,306,0.654,34.56,12.24
57c33a6126c456c5ada8,329.78,7,131,0.649,47.11,18.71
951eea03695f436017d3,175.57,5,89,1.157,35.11,17.8
098b2c66cbc1ed736e14,629.65,16,136,1.316,39.35,8.5
33ddb1517601db520cd6,587.77,19,131,1.221,30.94,6.89
446d2ad0ca2908ffa4f9,269.67,8,62,1.71,33.71,7.75
ae2e4cb7985c4ac71795,379.68,13,117,1.402,29.21,9.0
1b0baf552d2cd47ee10b,162.68,4,58,1.759,40.67,14.5
e86f896d71d48d87464d,227.67,10,61,0.59,22.77,6.1
62a877b83219f7974fd0,216.3,12,53,2.264,18.03,4.42
7a600fb7e3750998e7ae,335.65,17,105,1.305,19.74,6.18
c9c9f0b7606030f2aade,10.8,1,38,2.632,10.8,38.0
52f4899e918b57df28da,453.32,15,91,1.407,30.22,6.07
d235a2c32940b970ab7c,199.6,4,50,2.04,49.9,12.5
8242b99ad9d6609fd19c,132.97,4,72,1.375,33.24,18.0
8d93485dc6a4b2a9f03f,94.47,3,86,1.233,31.49,28.67
a108f1103f798c85d061,26.9,1,44,2.477,26.9,44.0
52d965ebf3ec0518bc0f,201.43,3,90,1.144,67.14,30.0
23dd64a1d2e4965198bf,182.08,1,103,1.019,182.08,103.0
